0,0,3.5
2,1,6.5
4,2,9.5
6,3,12.5
8,4,15.5
10,5,18.5
12,6,21.5
14,7,24.5
16,8,27.5
18,9,30.5
20,10,33.5
22,11,36.5
24,12,39.5
26,13,42.5
28,14,45.5
30,15,48.5
32,16,51.5
34,17,54.5
36,18,57.5
38,19,60.5
40,20,63.5
42,21,66.5
44,22,69.5
46,23,72.5
48,24,75.5
50,25,78.5
52,26,81.5
54,27,84.5
56,28,87.5
58,29,90.5
60,30,93.5
62,31,96.5
64,32,99.5
66,33,102.5
68,34,105.5
70,35,108.5
72,36,111.5
74,37,114.5
76,38,117.5
78,39,120.5
80,40,123.5
82,41,126.5
84,42,129.5
86,43,132.5
88,44,135.5
90,45,138.5
92,46,141.5
94,47,144.5
96,48,147.5
98,49,150.5
100,50,153.5
102,51,156.5
104,52,159.5
106,53,162.5
108,54,165.5
110,55,168.5
112,56,171.5
114,57,174.5
116,58,177.5
118,59,180.5
120,60,183.5
122,61,186.5
124,62,189.5
126,63,192.5
128,64,195.5
130,65,198.5
132,66,201.5
134,67,204.5
136,68,207.5
138,69,210.5
140,70,213.5
142,71,216.5
144,72,219.5
146,73,222.5
148,74,225.5
150,75,228.5
152,76,231.5
154,77,234.5
156,78,237.5
158,79,240.5
160,80,243.5
162,81,246.5
164,82,249.5
166,83,252.5
168,84,255.5
170,85,258.5
172,86,261.5
174,87,264.5
176,88,267.5
178,89,270.5
180,90,273.5
182,91,276.5
184,92,279.5
186,93,282.5
188,94,285.5
190,95,288.5
192,96,291.5
194,97,294.5
196,98,297.5
198,99,300.5
200,100,303.5
202,101,306.5
204,102,309.5
206,103,312.5
208,104,315.5
210,105,318.5
212,106,321.5
214,107,324.5
216,108,327.5
218,109,330.5
220,110,333.5
222,111,336.5
224,112,339.5
226,113,342.5
228,114,345.5
230,115,348.5
232,116,351.5
234,117,354.5
236,118,357.5
238,119,360.5
240,120,363.5
242,121,366.5
244,122,369.5
246,123,372.5
248,124,375.5
250,125,378.5
252,126,381.5
254,127,384.5
256,128,387.5
258,129,390.5
260,130,393.5
262,131,396.5
264,132,399.5
266,133,402.5
268,134,405.5
270,135,408.5
272,136,411.5
274,137,414.5
276,138,417.5
278,139,420.5
280,140,423.5
282,141,426.5
284,142,429.5
286,143,432.5
288,144,435.5
290,145,438.5
292,146,441.5
294,147,444.5
296,148,447.5
298,149,450.5
300,150,453.5
302,151,456.5
304,152,459.5
306,153,462.5
308,154,465.5
310,155,468.5
312,156,471.5
314,157,474.5
316,158,477.5
318,159,480.5
320,160,483.5
322,161,486.5
324,162,489.5
326,163,492.5
328,164,495.5
330,165,498.5
332,166,501.5
334,167,504.5
336,168,507.5
338,169,510.5
340,170,513.5
342,171,516.5
344,172,519.5
346,173,522.5
348,174,525.5
350,175,528.5
352,176,531.5
354,177,534.5
356,178,537.5
358,179,540.5
360,180,543.5
362,181,546.5
364,182,549.5
366,183,552.5
368,184,555.5
370,185,558.5
372,186,561.5
374,187,564.5
376,188,567.5
378,189,570.5
380,190,573.5
382,191,576.5
384,192,579.5
386,193,582.5
388,194,585.5
390,195,588.5
392,196,591.5
394,197,594.5
396,198,597.5
398,199,600.5
400,200,603.5
402,201,606.5
404,202,609.5
406,203,612.5
408,204,615.5
410,205,618.5
412,206,621.5
414,207,624.5
416,208,627.5
418,209,630.5
420,210,633.5
422,211,636.5
424,212,639.5
426,213,642.5
428,214,645.5
430,215,648.5
432,216,651.5
434,217,654.5
436,218,657.5
438,219,660.5
440,220,663.5
442,221,666.5
444,222,669.5
446,223,672.5
448,224,675.5
450,225,678.5
452,226,681.5
454,227,684.5
456,228,687.5
458,229,690.5
460,230,693.5
462,231,696.5
464,232,699.5
466,233,702.5
468,234,705.5
470,235,708.5
472,236,711.5
474,237,714.5
476,238,717.5
478,239,720.5
480,240,723.5
482,241,726.5
484,242,729.5
486,243,732.5
488,244,735.5
490,245,738.5
492,246,741.5
494,247,744.5
496,248,747.5
498,249,750.5
500,250,753.5
502,251,756.5
504,252,759.5
506,253,762.5
508,254,765.5
510,255,768.5
512,256,771.5
514,257,774.5
516,258,777.5
518,259,780.5
520,260,783.5
522,261,786.5
524,262,789.5
526,263,792.5
528,264,795.5
530,265,798.5
532,266,801.5
534,267,804.5
536,268,807.5
538,269,810.5
540,270,813.5
542,271,816.5
544,272,819.5
546,273,822.5
548,274,825.5
550,275,828.5
552,276,831.5
554,277,834.5
556,278,837.5
558,279,840.5
560,280,843.5
562,281,846.5
564,282,849.5
566,283,852.5
568,284,855.5
570,285,858.5
572,286,861.5
574,287,864.5
576,288,867.5
578,289,870.5
580,290,873.5
582,291,876.5
584,292,879.5
586,293,882.5
588,294,885.5
590,295,888.5
592,296,891.5
594,297,894.5
596,298,897.5
598,299,900.5
600,300,903.5
602,301,906.5
604,302,909.5
606,303,912.5
608,304,915.5
610,305,918.5
612,306,921.5
614,307,924.5
616,308,927.5
618,309,930.5
620,310,933.5
622,311,936.5
624,312,939.5
626,313,942.5
628,314,945.5
630,315,948.5
632,316,951.5
634,317,954.5
636,318,957.5
638,319,960.5
640,320,963.5
642,321,966.5
644,322,969.5
646,323,972.5
648,324,975.5
650,325,978.5
652,326,981.5
654,327,984.5
656,328,987.5
658,329,990.5
660,330,993.5
662,331,996.5
664,332,999.5
666,333,1002.5
668,334,1005.5
670,335,1008.5
672,336,1011.5
674,337,1014.5
676,338,1017.5
678,339,1020.5
680,340,1023.5
682,341,1026.5
684,342,1029.5
686,343,1032.5
688,344,1035.5
690,345,1038.5
692,346,1041.5
694,347,1044.5
696,348,1047.5
698,349,1050.5
700,350,1053.5
702,351,1056.5
704,352,1059.5
706,353,1062.5
708,354,1065.5
710,355,1068.5
712,356,1071.5
714,357,1074.5
716,358,1077.5
718,359,1080.5
720,360,1083.5
722,361,1086.5
724,362,1089.5
726,363,1092.5
728,364,1095.5
730,365,1098.5
732,366,1101.5
734,367,1104.5
736,368,1107.5
738,369,1110.5
740,370,1113.5
742,371,1116.5
744,372,1119.5
746,373,1122.5
748,374,1125.5
750,375,1128.5
752,376,1131.5
754,377,1134.5
756,378,1137.5
758,379,1140.5
760,380,1143.5
762,381,1146.5
764,382,1149.5
766,383,1152.5
768,384,1155.5
770,385,1158.5
772,386,1161.5
774,387,1164.5
776,388,1167.5
778,389,1170.5
780,390,1173.5
782,391,1176.5
784,392,1179.5
786,393,1182.5
788,394,1185.5
790,395,1188.5
792,396,1191.5
794,397,1194.5
796,398,1197.5
798,399,1200.5
800,400,1203.5
802,401,1206.5
804,402,1209.5
806,403,1212.5
808,404,1215.5
810,405,1218.5
812,406,1221.5
814,407,1224.5
816,408,1227.5
818,409,1230.5
820,410,1233.5
822,411,1236.5
824,412,1239.5
826,413,1242.5
828,414,1245.5
830,415,1248.5
832,416,1251.5
834,417,1254.5
836,418,1257.5
838,419,1260.5
840,420,1263.5
842,421,1266.5
844,422,1269.5
846,423,1272.5
848,424,1275.5
850,425,1278.5
852,426,1281.5
854,427,1284.5
856,428,1287.5
858,429,1290.5
860,430,1293.5
862,431,1296.5
864,432,1299.5
866,433,1302.5
868,434,1305.5
870,435,1308.5
872,436,1311.5
874,437,1314.5
876,438,1317.5
878,439,1320.5
880,440,1323.5
882,441,1326.5
884,442,1329.5
886,443,1332.5
888,444,1335.5
890,445,1338.5
892,446,1341.5
894,447,1344.5
896,448,1347.5
898,449,1350.5
900,450,1353.5
902,451,1356.5
904,452,1359.5
906,453,1362.5
908,454,1365.5
910,455,1368.5
912,456,1371.5
914,457,1374.5
916,458,1377.5
918,459,1380.5
920,460,1383.5
922,461,1386.5
924,462,1389.5
926,463,1392.5
928,464,1395.5
930,465,1398.5
932,466,1401.5
934,467,1404.5
936,468,1407.5
938,469,1410.5
940,470,1413.5
942,471,1416.5
944,472,1419.5
946,473,1422.5
948,474,1425.5
950,475,1428.5
952,476,1431.5
